,City," ""Region"""," ""Country"""," ""AirQuality"""," ""WaterPollution""",Lat,Lon
272,Pforzheim," ""Baden-Wurttemberg"""," ""Germany""",85.0,25.0,48.8908846,8.7029532
273,Recklinghausen," ""North Rhine-Westphalia"""," ""Germany""",100.0,50.0,51.6143815,7.1978546
274,Bottrop," ""North Rhine-Westphalia"""," ""Germany""",80.0,0.0,51.521581,6.929204
275,San Jose," ""San Jose Province"""," ""Costa Rica""",57.43243243,46.09375,37.3361663,-121.890591
276,Reutlingen," ""Baden-Wurttemberg"""," ""Germany""",85.0,25.0,48.4919508,9.2114144
277,Koblenz," ""Rhineland-Palatinate"""," ""Germany""",67.85714286,41.66666667,50.3533278,7.5943951
278,San Salvador," ""San Salvador Department"""," ""El Salvador""",18.42105263,76.5625,13.6989939,-89.1914249
279,Canberra," ""Australian Capital Territory"""," ""Australia""",90.74675325,17.80821918,-35.2975906,149.1012676
280,Erlangen," ""Bavaria"""," ""Germany""",81.25,29.16666667,49.5928616,11.0056
281,Sydney," """""," ""Australia""",75.88996764,28.54785479,-33.8698439,151.2082848
282,Moers," ""North Rhine-Westphalia"""," ""Germany""",62.5,50.0,51.451283,6.62843
283,Trier," ""Rhineland-Palatinate"""," ""Germany""",85.71428571,25.0,49.7596208,6.6441878
284,Melbourne," ""Victoria"""," ""Australia""",79.07303371,28.2234957,-37.8142454,144.9631732
285,Jena," ""Thuringia"""," ""Germany""",95.0,75.0,50.9281717,11.5879359
286,Kursk," ""Kursk Oblast"""," ""Russia""",100.0,50.0,69.6,37.566667
287,Siegen," ""North Rhine-Westphalia"""," ""Germany""",91.66666667,12.5,50.8749804,8.0227233
288,Perth," ""Western Australia"""," ""Australia""",82.98755187,28.0720339,-31.9558933,115.8605855
289,Hildesheim," ""Lower Saxony"""," ""Germany""",62.5,50.0,52.1521636,9.9513046
290,Salzgitter," ""Lower Saxony"""," ""Germany""",95.0,0.0,52.1503721,10.3593147
291,Cottbus," ""Brandenburg"""," ""Germany""",100.0,50.0,51.7567447,14.3357307
292,Tegucigalpa," ""Francisco Morazan Department"""," ""Honduras""",22.61904762,88.46153846,14.1057433,-87.2040052
293,Managua," ""Managua Department"""," ""Nicaragua""",58.33333333,76.66666667,12.1544035,-86.2737642
294,Panama City," ""Panama Province"""," ""Panama""",49.23076923,67.06349206,30.1586518,-85.6602936
295,Belgorod," ""Belgorod Oblast"""," ""Russia""",75.0,70.83333333,50.5955595,36.5873394
296,Zadar," ""Zadar County"""," ""Croatia""",100.0,8.333333333,44.1168594,15.2353257
297,Trento," ""Trentino-South Tyrol"""," ""Italy""",86.76470588,0.0,46.0664228,11.1257601
298,Ancona," ""Marche"""," ""Italy""",63.88888889,30.0,43.480120400000004,13.218790609151764
299,Voronezh," ""Voronezh Oblast"""," ""Russia""",36.84210526,67.10526316,51.67993115,39.18375597402426
300,Perugia," ""Umbria"""," ""Italy""",70.0,50.0,43.1070321,12.402996209906487
301,L'Aquila," ""Abruzzo"""," ""Italy""",87.5,50.0,42.1368853,13.610341022538911
302,Lipetsk," ""Lipetsk Oblast"""," ""Russia""",37.5,37.5,52.6935178,39.1122664
303,Bari," ""Apulia"""," ""Italy""",63.33333333,22.22222222,41.1257843,16.8620293
304,Tambov," ""Tambov Oblast"""," ""Russia""",62.5,45.0,52.72879,41.45536
305,Sibenik," ""Sibenik-Knin County"""," ""Croatia""",100.0,0.0,43.74117455,15.898446229373526
306,Rabat," ""Rabat-Sale-Kenitra"""," ""Morocco""",68.33333333,31.73076923,34.02236,-6.8340222
307,Algiers," ""Algiers Province"""," ""Algeria""",39.74358974,60.29411765,36.7753606,3.0601882
308,Tunis," ""Tunis Governorate"""," ""Tunisia""",36.25,61.11111111,36.8002068,10.1857757
309,Tripoli," """""," ""Libya""",54.62962963,68.51851852,32.896672,13.1777923
310,Novy Jicin," """""," ""Czech Republic""",62.5,50.0,49.594881,18.0102584
311,Djibouti," ""Djibouti Region"""," ""Djibouti""",54.16666667,54.16666667,11.8145966,42.8453061
312,Antofagasta," ""Antofagasta Region"""," ""Chile""",31.25,81.25,-23.6041314,-69.0842783
313,Tehran," ""Tehran Province"""," ""Iran""",10.70075758,48.12992126,35.6892523,51.3896004
314,Karlovac," """""," ""Croatia""",75.0,25.0,45.4892522,15.5486303
315,Addis Ababa," """""," ""Ethiopia""",32.27272727,69.54545455,9.0358287,38.7524127
316,Jakarta," """""," ""Indonesia""",22.265625,77.1,-6.175247,106.8270488
317,Ankara," ""Ankara Province"""," ""Turkey""",38.9084507,57.95454545,39.7160439,32.7059948
318,Krasnodar," ""Krasnodar Krai"""," ""Russia""",44.44444444,44.44444444,45.0351532,38.9772396
319,N'Djamena," """""," ""Chad""",41.66666667,41.66666667,12.1191543,15.0502758
320,Niamey," """""," ""Niger""",25.0,100.0,13.524834,2.109823
321,Calama," ""Antofagasta Region"""," ""Chile""",20.0,75.0,-22.4623917,-68.9272181
322,Nouakchott," """""," ""Mauritania""",43.75,37.5,18.061891799999998,-15.931148157832908
323,Riyadh," ""Riyadh Province"""," ""Saudi Arabia""",33.69565217,44.57364341,24.638916,46.7160104
324,Bamako," """""," ""Mali""",15.0,62.5,12.61326555,-7.984739136241295
325,Belgrade," ""Belgrade District"""," ""Serbia""",34.82532751,50.90497738,44.8178131,20.4568974
326,Dakar," ""Dakar"""," ""Senegal""",10.34482759,82.0,14.693425,-17.447938
327,Banjul," """""," ""The Gambia""",75.0,62.5,13.45535,-16.575646
328,Conakry," """""," ""Guinea""",5.0,93.75,9.5170602,-13.6998434
329,Monrovia," ""Montserrado County"""," ""Liberia""",16.66666667,87.5,6.328034,-10.797788
330,Gera," ""Thuringia"""," ""Germany""",100.0,50.0,50.8772301,12.0796208
331,Kaiserslautern," ""Rhineland-Palatinate"""," ""Germany""",87.5,5.0,49.4432174,7.7689951
332,Accra," ""Greater Accra Region"""," ""Ghana""",20.55555556,90.78947368,5.5571096,-0.2012376
333,Chiguayante," ""Biobio Region"""," ""Chile""",50.0,50.0,-36.9292478,-73.0237115
334,Chillan," ""Nuble Region"""," ""Chile""",37.5,50.0,24.77133625,81.73651672326403
335,Zwickau," ""Saxony"""," ""Germany""",75.0,50.0,50.7185043,12.4939267
336,Freetown," ""Western Area"""," ""Sierra Leone""",25.0,100.0,8.479004,-13.26795
337,Abuja," ""Federal Capital Territory"""," ""Nigeria""",56.25,71.42857143,9.0643305,7.4892974
338,Lome," ""Maritime"""," ""Togo""",37.5,75.0,6.15803455,1.2516823732466333
339,Flensburg," ""Schleswig-Holstein"""," ""Germany""",87.5,50.0,54.7833021,9.4333264
340,Amman," ""Amman Governorate"""," ""Jordan""",34.03846154,63.10483871,31.9515694,35.9239625
341,T?bingen," ""Baden-Wurttemberg"""," ""Germany""",89.28571429,8.333333333,49.9667,7.9
342,Yaounde," ""Centre"""," ""Cameroon""",14.0625,88.63636364,3.8689867,11.5213344
343,Coyhaique," ""Aysen Region"""," ""Chile""",0.0,25.0,-45.5711804,-72.0684863
344,Malabo," """""," ""Equatorial Guinea""",70.0,35.0,3.741877,8.7740663
345,Beirut," ""Beirut Governorate"""," ""Lebanon""",16.96428571,81.80379747,33.8959203,35.47843
346,Libreville," ""Estuaire Province"""," ""Gabon""",37.5,87.5,0.4086518,9.4418849
347,Muscat," ""Muscat Governorate"""," ""Oman""",65.57377049,31.73076923,23.5882019,58.3829448
348,Bangui," """""," ""Central African Republic""",0.0,100.0,4.3635118,18.5835913
349,Konstanz," ""Baden-Wurttemberg"""," ""Germany""",79.16666667,25.0,47.659216,9.1750718
350,Brazzaville," """""," ""Republic of the Congo""",37.5,62.5,-4.1875125,15.262788
351,Minden," ""North Rhine-Westphalia"""," ""Germany""",100.0,50.0,52.2881045,8.9168852
352,Worms," ""Rhineland-Palatinate"""," ""Germany""",60.0,100.0,49.6302618,8.3620898
353,Bujumbura," ""Bujumbura Mairie Province"""," ""Burundi""",50.0,75.0,-3.3638125,29.3675028
354,Wilhelmshaven," ""Lower Saxony"""," ""Germany""",100.0,50.0,53.5278793,8.106301
355,Kigali," ""Kigali province"""," ""Rwanda""",56.25,50.0,-1.950851,30.061507
356,Concon," ""Valparaiso Region"""," ""Chile""",37.5,50.0,-32.9220036,-71.5159565
357,Doha," ""Ad Dawhah"""," ""Qatar""",37.87313433,46.16935484,25.2856329,51.5264162
358,Dodoma," ""Dodoma Region"""," ""Tanzania""",50.0,50.0,-6.1791181,35.7468174
359,Copiapo," ""Atacama Region"""," ""Chile""",12.5,50.0,-27.3664685,-70.3322753
360,Marburg," ""Hesse"""," ""Germany""",85.0,0.0,50.8090106,8.7704695
361,Nairobi," """""," ""Kenya""",31.25,84.02777778,-1.3026148499999999,36.82884201813725
363,Coronel," ""Biobio Region"""," ""Chile""",50.0,50.0,-37.0164712,-73.1561953
364,Lilongwe," ""Central Region"""," ""Malawi""",45.0,95.0,-13.9875107,33.768144
365,Lusaka," ""Lusaka Province"""," ""Zambia""",33.33333333,98.07692308,-15.357609,29.1653092
366,Manama," ""Capital Governorate"""," ""Bahrain""",40.27777778,46.77419355,26.2235041,50.5822436
367,Catanzaro," ""Calabria"""," ""Italy""",87.5,50.0,38.82996034999999,16.43155687627833
368,Maputo," """""," ""Mozambique""",57.69230769,68.75,-25.966213,32.56745
369,Kampala," """""," ""Uganda""",19.0,84.09090909,0.3177137,32.5813539
370,Luanda," ""Luanda Province"""," ""Angola""",15.0,81.25,-8.8272699,13.2439512
371,Mbabane," ""Hhohho District"""," ""Eswatini""",93.75,31.25,-26.325745,31.144663
372,Maseru," ""Maseru District"""," ""Lesotho""",45.83333333,80.0,-29.5816942,27.8243208
373,Antananarivo," """""," ""Madagascar""",15.90909091,82.35294118,-18.9100122,47.5255809
374,Gaborone," ""South-East District"""," ""Botswana""",67.10526316,37.5,-24.6581357,25.9088474
375,Harare," """""," ""Zimbabwe""",38.46153846,87.5,-17.8567035,31.0601584
376,Bayreuth," ""Bavaria"""," ""Germany""",75.0,0.0,49.9427202,11.5763079
377,Pretoria," ""Gauteng"""," ""South Africa""",50.32894737,57.74647887,-25.7459277,28.1879101
378,Astrakhan," ""Astrakhan Oblast"""," ""Russia""",50.0,56.25,46.3498308,48.0326203
379,Port Louis," ""Port Louis District"""," ""Mauritius""",50.0,55.95238095,-20.1624522,57.5028044
380,Windhoek," ""Khomas Region"""," ""Namibia""",72.82608696,54.34782609,-22.5776104,17.0772739
381,Bamberg," ""Bavaria"""," ""Germany""",95.83333333,12.5,49.8916044,10.8868478
382,Victoria," """""," ""Seychelles""",62.5,25.0,-36.5986096,144.6780052
383,Aschaffenburg," ""Bavaria"""," ""Germany""",77.77777778,40.0,49.9740542,9.1493636
384,Aalen," ""Baden-Wurttemberg"""," ""Germany""",87.5,50.0,48.8362705,10.0931765
385,Fulda," ""Hesse"""," ""Germany""",87.5,50.0,50.5542328,9.6770448
386,Bergheim," ""North Rhine-Westphalia"""," ""Germany""",75.0,50.0,48.2056672,7.3621755
387,Liege," ""Wallonia"""," ""Belgium""",54.54545455,28.57142857,50.6450944,5.5736112
388,Wesel," ""North Rhine-Westphalia"""," ""Germany""",100.0,50.0,51.6576909,6.617087
389,Frankfurt (Oder)," ""Brandenburg"""," ""Germany""",70.0,100.0,52.3412273,14.549452
390,Osasco," ""Sao Paulo"""," ""Brazil""",35.0,66.66666667,-23.5324859,-46.7916801
391,Fujairah," ""Emirate of Fujairah"""," ""United Arab Emirates""",25.0,62.5,25.336728100000002,56.172704258882646
392,Friedrichshafen," ""Baden-Wurttemberg"""," ""Germany""",90.0,0.0,47.6500279,9.4800858
393,Glasgow," ""Scotland"""," ""United Kingdom""",64.90384615,19.44444444,55.861155,-4.2501687
394,Neu-Ulm," ""Bavaria"""," ""Germany""",100.0,50.0,48.3954965,10.00589
395,Schweinfurt," ""Bavaria"""," ""Germany""",87.5,62.5,50.0499945,10.233302
396,Passau," ""Bavaria"""," ""Germany""",90.0,0.0,48.5748229,13.4609744
397,Lucerne," ""Canton of Lucerne"""," ""Switzerland""",71.66666667,21.875,47.0505452,8.3054682
398,Arusha," ""Arusha Region"""," ""Tanzania""",91.66666667,50.0,-3.3696827,36.6880794
399,Curitiba," ""Parana"""," ""Brazil""",73.10126582,48.91304348,-25.4295963,-49.2712724
400,Khabarovsk," ""Khabarovsk Krai"""," ""Russia""",61.11111111,57.5,51.6312684,136.121524
401,Talca," ""Maule Region"""," ""Chile""",40.0,0.0,-35.4265343,-71.6660322
402,Rancagua," ""O'Higgins Region"""," ""Chile""",0.0,100.0,-34.170249,-70.7407427
403,Surat," ""Gujarat"""," ""India""",46.3592233,61.96808511,45.9383,3.2553
404,Pula," ""Istria County"""," ""Croatia""",88.63636364,27.27272727,44.8702281,13.8455311
405,Slavonski Brod," ""Brod-Posavina County"""," ""Croatia""",27.27272727,17.85714286,45.1665803,18.0121385
406,Barquisimeto," ""Lara"""," ""Venezuela""",25.0,100.0,10.0774374,-69.3222293
407,Surakarta," ""Central Java"""," ""Indonesia""",55.0,55.0,-7.5692489,110.828448
408,Hangzhou," ""Zhejiang"""," ""People's Republic of China""",25.69444444,62.93103448,30.2489634,120.2052342
409,Seattle," ""Washington"""," ""United States of America""",79.37062937,36.94852941,47.6038321,-122.330062
410,Siliguri," ""West Bengal"""," ""India""",40.0,67.0,26.7164127,88.4309916
411,Durgapur," ""West Bengal"""," ""India""",12.5,50.0,23.5350475,87.3380425
412,Baltimore," ""Maryland"""," ""United States of America""",62.5,64.13043478,39.2908816,-76.610759
413,Adelaide," ""South Australia"""," ""Australia""",88.84803922,24.60526316,-34.9281805,138.5999312
414,Makhachkala," ""Republic of Dagestan"""," ""Russia""",62.5,43.75,42.9830241,47.5048717
415,Stavropol," ""Stavropol Krai"""," ""Russia""",85.71428571,28.57142857,44.8632577,43.4406913
416,Bacolod," ""Western Visayas"""," ""Philippines""",39.28571429,75.0,10.6762836,122.9513786
417,Vladikavkaz," ""Republic of North Ossetia-Alania"""," ""Russia""",50.0,25.0,43.024593,44.68211
418,Riehen," """""," ""Switzerland""",100.0,50.0,47.5816927,7.6479737
419,Tarlac City," """""," ""Philippines""",56.25,75.0,15.4861218,120.5893473
420,Rovinj," ""Istria County"""," ""Croatia""",100.0,25.0,45.0807411,13.6417282
421,Porec," ""Istria County"""," ""Croatia""",83.33333333,8.333333333,45.2271961,13.5957333
422,Saratov," ""Saratov Oblast"""," ""Russia""",25.0,60.0,51.530018,46.034683
423,Orenburg," ""Orenburg Oblast"""," ""Russia""",30.0,60.0,25.235145850000002,55.16787355748848
424,Saransk," ""Republic of Mordovia"""," ""Russia""",0.0,100.0,54.18671,45.18383
425,Kirov," ""Kirov Oblast"""," ""Russia""",66.66666667,66.66666667,58.6035661,49.6666241
426,Varazdin," ""Varazdin County"""," ""Croatia""",91.66666667,33.33333333,46.3079645,16.3378198
427,Izhevsk," ""Udmurt Republic"""," ""Russia""",33.33333333,70.83333333,56.866557,53.2094166
428,Yoshkar-Ola," ""Mari El Republic"""," ""Russia""",100.0,50.0,56.6326996,47.8975847
429,Stellenbosch," ""Western Cape"""," ""South Africa""",75.0,58.33333333,-33.934444,18.869167
430,Cape Town," ""Western Cape"""," ""South Africa""",68.61111111,50.42613636,-33.928992,18.417396
431,Durban," ""KwaZulu-Natal"""," ""South Africa""",57.72058824,60.22727273,-29.861825,31.009909
432,Cheboksary," ""Chuvash Republic"""," ""Russia""",50.0,35.0,56.1307195,47.2449597
433,Treviso," ""Veneto"""," ""Italy""",50.0,27.77777778,45.806691349999994,12.206315763116372
434,Penza," ""Penza Oblast"""," ""Russia""",37.5,62.5,53.1937836,45.006741250609664
435,Ulyanovsk," ""Ulyanovsk Oblast"""," ""Russia""",58.33333333,37.5,54.3150278,48.403373
436,Koprivnica," ""Koprivnica-Krizevci County"""," ""Croatia""",100.0,0.0,46.1623512,16.8307893
437,Bjelovar," ""Bjelovar-Bilogora County"""," ""Croatia""",100.0,0.0,45.8986869,16.8421977
438,Mary," ""Mary Region"""," ""Turkmenistan""",100.0,0.0,37.1302916,62.4019513
439,Banda Aceh," ""Aceh"""," ""Indonesia""",71.42857143,12.5,5.5528455,95.3192908
440,Mecca," ""Mecca Province"""," ""Saudi Arabia""",28.57142857,40.625,21.420847,39.826869
441,Tyumen," ""Tyumen Oblast"""," ""Russia""",66.66666667,55.0,57.153534,65.542274
442,Xi'an," ""Shaanxi"""," ""People's Republic of China""",5.952380952,72.05882353,34.2607713,108.9423443
443,Toledo," ""Castile-La Mancha"""," ""Spain""",75.0,50.0,39.8560679,-4.0239568
444,Kabul," ""Kabul"""," ""Afghanistan""",18.42105263,81.06060606,34.5260109,69.1776838
445,Vukovar," ""Vukovar-Syrmia County"""," ""Croatia""",25.0,75.0,45.3444094,19.002376
446,Lhasa," ""Tibet"""," ""People's Republic of China""",12.5,50.0,29.6553895,91.1704736
447,Huntington Beach," ""California"""," ""United States of America""",85.71428571,65.625,33.6783336,-118.0000166
448,Binjai," ""North Sumatra"""," ""Indonesia""",75.0,0.0,3.6063964,98.4899865
449,Cuneo," ""Piedmont"""," ""Italy""",82.5,0.0,44.45807035,7.558136691151624
450,Medan," ""North Sumatra"""," ""Indonesia""",20.83333333,43.33333333,3.5896654,98.6738261
451,Pematangsiantar," ""North Sumatra"""," ""Indonesia""",100.0,0.0,3.0019096,99.0833144
452,Hvar," ""Split-Dalmatia County"""," ""Croatia""",75.0,25.0,43.17389195,16.55652349457852
453,Novara," ""Piedmont"""," ""Italy""",65.0,0.0,45.584250049999994,8.545996970894572
454,Kemerovo," ""Kemerovo Oblast"""," ""Russia""",40.0,60.0,25.2404413,55.168474006553865
455,Alessandria," ""Piedmont"""," ""Italy""",35.71428571,56.25,44.83495335,8.745030418605868
456,Portland," ""Oregon"""," ""United States of America""",74.12280702,36.34259259,45.5202471,-122.674194
457,Asti," ""Piedmont"""," ""Italy""",62.5,50.0,44.826012649999996,8.202686328987273
458,Soest," ""North Rhine-Westphalia"""," ""Germany""",100.0,50.0,51.5725501,8.1061259
459,Brescia," ""Lombardy"""," ""Italy""",22.65625,70.53571429,45.77958045,10.4258729694612
460,Coventry," ""England"""," ""United Kingdom""",56.66666667,31.81818182,52.4081812,-1.510477
461,St Albans," ""England"""," ""United Kingdom""",62.5,18.75,51.753051,-0.3379675
462,Cremona," ""Lombardy"""," ""Italy""",50.0,50.0,45.22086405,10.037037979628856
463,Monza," ""Lombardy"""," ""Italy""",42.85714286,50.0,45.6395418,9.278830418070044
464,Varese," ""Lombardy"""," ""Italy""",50.0,33.33333333,45.839720299999996,8.754133838056571
465,Indianapolis," ""Indiana"""," ""United States of America""",67.44186047,50.65789474,39.7683331,-86.1583502
466,Avignon," """""," ""France""",57.14285714,66.66666667,43.9492493,4.8059012
467,Montpellier," """""," ""France""",71.66666667,29.54545455,43.6112422,3.8767337
468,Antalya," ""Antalya Province"""," ""Turkey""",67.1875,41.07142857,36.8864752,30.7029585
469,Varna," ""Varna Province"""," ""Bulgaria""",40.10416667,48.88888889,43.2073873,27.9166653
470,Burgas," ""Burgas Province"""," ""Bulgaria""",46.42857143,46.73913043,42.444553,27.208264534658166
471,Vicenza," ""Veneto"""," ""Italy""",45.0,47.5,45.63485905,11.40635425660249
472,Orleans," """""," ""France""",83.33333333,50.0,47.9027336,1.9086066
473,Irkutsk," ""Irkutsk Oblast"""," ""Russia""",53.125,37.5,56.6370122,104.719221
474,Gorizia," ""Friuli-Venezia Giulia"""," ""Italy""",90.0,25.0,45.9441278,13.6252288
475,Strasbourg," """""," ""France""",68.0,47.36842105,48.584614,7.7507127
476,Yakutsk," ""Sakha Republic"""," ""Russia""",58.33333333,87.5,62.0274078,129.7319787
477,Poitiers," """""," ""France""",87.5,50.0,46.5802596,0.340196
478,Pokhara," """""," ""Nepal""",65.47619048,71.42857143,28.209538,83.991402
479,Lalitpur," ""Bagmati"""," ""Nepal""",20.45454545,65.0,24.4996768,78.5095892
480,Perpignan," """""," ""France""",95.0,50.0,42.6985304,2.8953121
481,Livorno," ""Tuscany"""," ""Italy""",55.55555556,62.5,42.790216599999994,10.340278678735025
482,Herzogenrath," ""North Rhine-Westphalia"""," ""Germany""",75.0,50.0,50.8684545,6.0950514
483,Blagoveshchensk," ""Amur Oblast"""," ""Russia""",25.0,25.0,50.2600417,127.5337378
484,Hof," ""Bavaria"""," ""Germany""",75.0,50.0,50.3219015,11.9178807
485,Dijon," """""," ""France""",87.5,12.5,47.3215806,5.0414701
486,Lugano," ""Ticino"""," ""Switzerland""",67.85714286,12.5,46.0050102,8.9520281
487,Nordhausen," ""Thuringia"""," ""Germany""",100.0,50.0,51.5051574,10.7925317
488,Br?hl," ""North Rhine-Westphalia"""," ""Germany""",75.0,50.0,-29.3630298,-50.8165128
489,Girona," ""Catalonia"""," ""Spain""",100.0,0.0,41.9793006,2.8199439
490,Amberg," ""Bavaria"""," ""Germany""",100.0,50.0,49.4454211,11.858728
491,Bad Kreuznach," ""Rhineland-Palatinate"""," ""Germany""",100.0,50.0,49.8490413,7.8626661
492,Padang," ""West Sumatra"""," ""Indonesia""",68.75,25.0,-0.9247587,100.3632561
493,Sevastopol," """""," ""Ukraine""",75.0,56.25,44.5655503,33.45959860374677
494,Lutsk," ""Volyn Oblast"""," ""Ukraine""",54.16666667,58.33333333,50.7450733,25.320078
495,Yogyakarta City," ""Special Region of Yogyakarta"""," ""Indonesia""",45.65217391,57.29166667,-3.4315681,114.8102703
496,Jambi," ""Jambi"""," ""Indonesia""",87.5,12.5,-1.6394711,102.94542640112506
497,Pekanbaru," ""Riau"""," ""Indonesia""",80.0,25.0,0.5262455,101.4515727
498,Yuzhno-Sakhalinsk," ""Sakhalin Oblast"""," ""Russia""",8.333333333,75.0,46.9574273,142.727438
499,Toulouse," """""," ""France""",61.29032258,39.42307692,43.6044622,1.4442469
500,Casablanca," ""Casablanca-Settat"""," ""Morocco""",22.6744186,60.57692308,33.5945144,-7.6200284
501,Palembang," ""South Sumatra"""," ""Indonesia""",75.0,0.0,-2.9888243,104.7568507
502,Bandar Lampung," ""Lampung"""," ""Indonesia""",62.5,40.0,-5.4460713,105.2643742
503,Biratnagar," ""Province No. 1"""," ""Nepal""",40.0,50.0,26.4623007,87.281617
504,Dharan," ""Province No. 1"""," ""Nepal""",75.0,50.0,26.7953984,87.27702548813326
505,Valladolid," ""Castile and Leon"""," ""Spain""",70.0,41.66666667,41.6521328,-4.728562
